unit_number,time_in_cycles,operational_setting_1,operational_setting_2,operational_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,max_cycle,RUL,RUL_capped,failure_risk,degradation_index,thermal_stress_index,efficiency_loss_index,cycle_log,cycle_ratio,operational_setting_magnitude,asset_health_score
1,33,-0.0042,-0.0004,100.0,518.67,642.71,1588.4,1402.43,14.62,21.61,554.61,2388.04,9047.13,1.3,47.28,521.91,2388.08,8134.42,8.3753,0.03,392,2388,100.0,38.83,23.3506,192,159,125,Low Risk,-0.6305538811201251,-0.6130031347476089,-0.6788184336445441,3.5263605246161616,0.09116022099447514,0.004219004621945797,84.20574624465823
1,34,0.0015,-0.0001,100.0,518.67,642.54,1581.47,1400.48,14.62,21.61,554.3,2388.03,9046.46,1.3,47.47,521.7,2388.09,8126.61,8.4349,0.03,392,2388,100.0,38.81,23.3092,192,158,125,Low Risk,-0.5438821271457023,-0.5973660453544609,-0.39680135207161643,3.5553480614894135,0.09392265193370165,0.0015033296378372909,80.71916963725415
1,35,0.0003,0.0002,100.0,518.67,642.44,1590.0,1403.0,14.62,21.61,554.3,2388.04,9045.76,1.3,47.31,521.75,2388.01,8140.17,8.443,0.03,391,2388,100.0,39.13,23.4164,192,157,125,Low Risk,-0.7224405368194874,-0.5837166016193461,-1.103931358619876,3.58351893845611,0.09668508287292818,0.0003605551275463989,87.90210462675041
1,36,-0.0004,-0.0002,100.0,518.67,642.54,1581.72,1405.54,14.62,21.61,554.53,2388.01,9044.56,1.3,47.25,522.32,2388.04,8132.48,8.4246,0.03,392,2388,100.0,38.86,23.4308,192,156,125,Low Risk,-0.7939551649109021,-0.7110634402504473,-1.0219074077271533,3.6109179126442243,0.09944751381215469,0.00044721359549995795,90.77894994205705
1,37,-0.0004,-0.0,100.0,518.67,641.99,1579.11,1398.9,14.62,21.61,554.63,2388.07,9055.44,1.3,47.29,522.29,2388.04,8131.95,8.4142,0.03,392,2388,100.0,38.99,23.4352,192,155,125,Low Risk,-0.921480675621764,-0.8093079059974788,-1.2299557920885476,3.6375861597263857,0.10220994475138122,0.0004,95.90896568655161
1,38,-0.0018,-0.0002,100.0,518.67,641.93,1589.6,1399.5,14.62,21.61,554.7,2388.08,9055.27,1.3,47.27,522.42,2388.08,8136.61,8.4158,0.03,392,2388,100.0,39.06,23.4768,192,154,125,Low Risk,-0.8193400769100543,-0.5766687596561558,-1.486686199358275,3.6635616461296463,0.10497237569060773,0.0018110770276274833,91.80011815775248
1,39,-0.003,-0.0001,100.0,518.67,642.01,1583.21,1400.69,14.62,21.61,553.97,2388.02,9051.76,1.3,47.12,522.23,2388.05,8131.81,8.414,0.03,392,2388,100.0,38.7,23.3699,192,153,125,Low Risk,-0.750735843300819,-0.8523577812992117,-0.47127551380523935,3.6888794541139363,0.10773480662983426,0.003001666203960727,89.04035035449064
1,40,-0.0,-0.0004,100.0,518.67,642.24,1582.08,1401.77,14.62,21.61,554.57,2388.06,9052.98,1.3,47.33,521.84,2388.01,8131.03,8.3784,0.03,392,2388,100.0,38.84,23.3769,192,152,125,Low Risk,-0.7996683341326519,-0.8292338549776471,-0.7183631518089146,3.713572066704308,0.11049723756906077,0.0004,91.00877570707586
1,41,0.0033,0.0004,100.0,518.67,642.4,1591.31,1403.21,14.62,21.61,553.72,2388.06,9048.99,1.3,47.09,522.07,2388.03,8138.08,8.437,0.03,392,2388,100.0,39.13,23.4444,192,151,125,Low Risk,-0.697219222484024,-0.5459396826799225,-1.113237956945303,3.7376696182833684,0.1132596685082873,0.0033241540277189324,86.88751751459894
1,42,0.0005,-0.0004,100.0,518.67,642.12,1584.66,1401.38,14.62,21.61,553.94,2388.08,9057.06,1.3,47.49,522.23,2388.05,8130.88,8.4137,0.03,392,2388,100.0,39.0,23.375,192,150,125,Low Risk,-0.6658061635282752,-0.58445350425533,-0.8895259765288743,3.7612001156935624,0.11602209944751381,0.0006403124237432849,85.62385280839673
1,43,-0.0027,0.0005,100.0,518.67,642.24,1591.52,1406.05,14.62,21.61,553.68,2388.03,9057.88,1.3,47.32,522.74,2388.09,8127.22,8.4068,0.03,392,2388,100.0,38.99,23.3148,192,149,125,Low Risk,-0.601270291438755,-0.5158792287674472,-0.8360957137848513,3.784189633918261,0.11878453038674033,0.002745906043549196,83.02774448419986
1,44,-0.0001,0.0002,100.0,518.67,641.93,1586.94,1401.2,14.62,21.61,554.15,2388.04,9046.87,1.3,47.45,522.3,2388.0,8131.45,8.4201,0.03,392,2388,100.0,39.06,23.4753,192,148,125,Low Risk,-0.8850176785385557,-0.7387710286210081,-1.2871959658118108,3.8066624897703196,0.12154696132596685,0.00022360679774997898,94.4421552571276
1,45,-0.0013,-0.0,100.0,518.67,642.53,1582.42,1399.16,14.62,21.61,553.83,2388.08,9060.32,1.3,47.45,521.73,2388.05,8128.31,8.4099,0.03,393,2388,100.0,38.79,23.3943,192,147,125,Low Risk,-0.5057283060336587,-0.5285070611062108,-0.44308672958414047,3.828641396489095,0.12430939226519337,0.0013,79.18434180612952
1,46,0.0003,0.0001,100.0,518.67,642.43,1588.29,1401.27,14.62,21.61,553.76,2388.06,9060.38,1.3,47.2,522.02,2388.08,8128.71,8.3977,0.03,393,2388,100.0,38.93,23.3745,192,146,125,Low Risk,-0.5734712302942828,-0.5385418294820041,-0.6695270825280495,3.8501476017100584,0.1270718232044199,0.0003162277660168379,81.90946140061631
1,47,0.0,0.0005,100.0,518.67,642.21,1580.32,1402.89,14.62,21.61,554.38,2388.06,9052.04,1.3,47.22,521.84,2388.05,8126.21,8.3973,0.03,392,2388,100.0,38.99,23.4873,192,145,125,Low Risk,-0.8999795723020111,-0.8173784322145459,-1.12713270754254,3.871201010907891,0.1298342541436464,0.0005,95.04403287475978
1,48,0.0019,0.0001,100.0,518.67,641.89,1588.51,1399.16,14.62,21.61,554.02,2388.08,9045.26,1.3,47.4,521.91,2388.06,8129.99,8.4376,0.03,392,2388,100.0,38.94,23.365,192,144,125,Low Risk,-0.6293078508933139,-0.6044844971333014,-0.6975720737333482,3.8918202981106265,0.13259668508287292,0.001902629759044045,84.15562172724971
1,49,-0.0014,0.0005,100.0,518.67,642.23,1584.35,1397.76,14.62,21.61,554.23,2388.07,9050.64,1.3,47.22,521.37,2388.04,8135.48,8.4151,0.03,392,2388,100.0,39.06,23.4498,192,143,125,Low Risk,-0.7805019715074748,-0.7240772027949464,-0.935670085466928,3.912023005428146,0.13535911602209943,0.0014866068747318507,90.23776337014212
1,50,-0.0032,-0.0001,100.0,518.67,642.77,1588.49,1403.62,14.62,21.61,553.92,2388.06,9048.6,1.3,47.47,522.33,2388.09,8127.3,8.4116,0.03,392,2388,100.0,38.85,23.4106,192,142,125,Low Risk,-0.5235234362830812,-0.42570790589598334,-0.7925161448476006,3.9318256327243257,0.13812154696132597,0.0032015621187164245,79.9001930726408
1,51,-0.001,0.0003,100.0,518.67,642.81,1585.54,1400.42,14.62,21.61,553.73,2388.02,9047.09,1.3,47.12,521.91,2388.05,8134.36,8.4504,0.03,393,2388,100.0,38.94,23.3651,192,141,125,Low Risk,-0.5567485751542894,-0.5352423647279781,-0.6158906538266453,3.9512437185814275,0.1408839779005525,0.001044030650891055,81.23675298580805
1,52,0.0018,-0.0001,100.0,518.67,642.76,1583.77,1395.57,14.62,21.61,553.04,2388.04,9056.01,1.3,47.07,522.1,2388.07,8132.82,8.4539,0.03,391,2388,100.0,39.0,23.3388,192,140,125,Low Risk,-0.6231990756972347,-0.6652174717521578,-0.5076484865461959,3.970291913552122,0.143646408839779,0.0018027756377319946,83.90988177482154
1,53,0.0021,-0.0001,100.0,518.67,642.61,1579.82,1402.26,14.62,21.61,554.16,2388.05,9051.15,1.3,47.29,521.96,2388.06,8134.38,8.4418,0.03,392,2388,100.0,38.9,23.3775,192,139,125,Low Risk,-0.627898140183858,-0.5916407734724677,-0.7276058986401823,3.9889840465642745,0.1464088397790055,0.0021023796041628635,84.09891277470854
1,54,-0.0002,0.0005,100.0,518.67,642.42,1592.59,1401.2,14.62,21.61,553.95,2388.04,9056.29,1.3,47.38,522.44,2388.06,8129.95,8.4189,0.03,392,2388,100.0,38.96,23.2348,192,138,125,Low Risk,-0.511640782290527,-0.4851753257238377,-0.5844207878489224,4.007333185232471,0.14917127071823205,0.0005385164807134503,79.42218516874466
1,55,0.0009,-0.0,100.0,518.67,642.41,1584.95,1401.58,14.62,21.61,554.45,2388.04,9048.94,1.3,47.4,522.11,2388.02,8134.1,8.4071,0.03,392,2388,100.0,39.06,23.3567,192,137,125,Low Risk,-0.7737690345015273,-0.6792741420022241,-1.0336299888746119,4.02535169073515,0.15193370165745856,0.0009,89.96691503042825
1,56,0.0007,-0.0002,100.0,518.67,642.49,1586.33,1400.76,14.62,21.61,553.98,2388.01,9042.42,1.3,47.26,522.48,2388.04,8135.4,8.4022,0.03,391,2388,100.0,38.68,23.3408,192,136,125,Low Risk,-0.7137384606841191,-0.8045627582595966,-0.46397164235155575,4.04305126783455,0.15469613259668508,0.0007280109889280518,87.55204300115578
1,57,-0.0033,0.0,100.0,518.67,642.13,1583.67,1402.79,14.62,21.61,553.42,2388.05,9050.8,1.3,47.29,521.62,2388.08,8135.48,8.4263,0.03,392,2388,100.0,38.84,23.3567,192,135,125,Low Risk,-0.5309172657885944,-0.6249539112912713,-0.2723164906562328,4.060443010546419,0.1574585635359116,0.0033,80.19762737863933
1,58,-0.0014,0.0001,100.0,518.67,641.9,1590.46,1397.99,14.62,21.61,554.14,2388.09,9050.33,1.3,47.26,522.21,2388.04,8132.08,8.4319,0.03,390,2388,100.0,38.93,23.2893,192,134,125,Low Risk,-0.7189891479318481,-0.746077023623747,-0.644497489779126,4.07753744390572,0.16022099447513813,0.00140356688476182,87.76326433326507
1,59,-0.0006,0.0002,100.0,518.67,642.33,1596.72,1403.51,14.62,21.61,554.62,2388.07,9050.06,1.3,47.26,521.32,2388.02,8128.81,8.4476,0.03,392,2388,100.0,38.92,23.4444,192,133,125,Low Risk,-0.5358147743315737,-0.43146825986858434,-0.8227676891047946,4.0943445622221,0.16298342541436464,0.0006324555320336758,80.39464126075774
1,60,-0.001,-0.0002,100.0,518.67,642.34,1582.75,1403.07,14.62,21.61,554.0,2388.06,9051.69,1.3,47.41,522.49,2388.03,8132.89,8.3878,0.03,393,2388,100.0,38.89,23.387,192,132,125,Low Risk,-0.709036131008084,-0.6504423148816412,-0.8701691253558022,4.110873864173311,0.16574585635359115,0.001019803902718557,87.36288065129028
1,61,0.0004,0.0005,100.0,518.67,642.1,1583.55,1405.52,14.62,21.61,554.09,2388.11,9050.58,1.3,47.31,522.34,2388.09,8131.66,8.4264,0.03,391,2388,100.0,38.89,23.3638,192,131,125,Low Risk,-0.6406310989690438,-0.5858907045276612,-0.7911671836828456,4.127134385045092,0.1685082872928177,0.0006403124237432849,84.6111262030484
1,62,0.0004,0.0001,100.0,518.67,642.17,1581.59,1399.54,14.62,21.61,554.45,2388.1,9053.62,1.3,47.28,522.19,2388.1,8132.28,8.4071,0.03,391,2388,100.0,39.03,23.2707,192,130,125,Low Risk,-0.7353355456650376,-0.7043159767962961,-0.8206393600540769,4.143134726391533,0.1712707182320442,0.0004123105625617661,88.42083690262463
1,63,0.0015,0.0002,100.0,518.67,642.6,1592.14,1395.38,14.62,21.61,553.48,2388.06,9049.96,1.3,47.51,521.56,2388.01,8130.73,8.4357,0.03,394,2388,100.0,38.77,23.3436,192,129,125,Low Risk,-0.31317376843268935,-0.3754726497704775,-0.14185184475377172,4.1588830833596715,0.17403314917127072,0.0015132745950421555,71.43837941742366
1,64,0.0017,0.0002,100.0,518.67,642.23,1584.51,1400.11,14.62,21.61,553.88,2388.1,9043.67,1.3,47.45,521.82,2388.04,8128.15,8.4066,0.03,391,2388,100.0,38.93,23.384,192,128,125,Low Risk,-0.7064244654628615,-0.724189751655349,-0.6575699284335212,4.174387269895637,0.17679558011049723,0.001711724276862369,87.25782021834895
1,65,-0.0,0.0005,100.0,518.67,642.28,1584.72,1403.24,14.62,21.61,553.97,2388.03,9044.01,1.3,47.56,521.54,2388.13,8132.94,8.4406,0.03,392,2388,100.0,38.9,23.3752,192,127,125,Low Risk,-0.47288618586380493,-0.4534757565116937,-0.5262648665821108,4.189654742026425,0.17955801104972377,0.0005,77.86318972750011
1,66,-0.0007,-0.0004,100.0,518.67,642.5,1588.5,1399.52,14.62,21.61,554.0,2388.06,9059.45,1.3,47.14,521.76,2388.05,8128.32,8.3911,0.03,391,2388,100.0,38.95,23.3152,192,126,125,Low Risk,-0.6850283563366146,-0.7378022741265766,-0.5399000824142189,4.204692619390966,0.18232044198895028,0.0008062257748298549,86.39711104669597
1,67,0.0016,-0.0004,100.0,518.67,642.33,1590.22,1403.02,14.62,21.61,554.31,2388.1,9050.24,1.3,47.39,522.64,2388.08,8134.07,8.3925,0.03,393,2388,100.0,38.97,23.291,192,125,125,Low Risk,-0.5497849716223815,-0.423336075405592,-0.8975194362185519,4.219507705176107,0.1850828729281768,0.0016492422502470644,80.9566255386959
1,68,-0.0018,0.0,100.0,518.67,642.51,1582.06,1404.42,14.62,21.61,554.04,2388.1,9051.78,1.3,47.36,521.72,2388.07,8132.39,8.4242,0.03,392,2388,100.0,38.95,23.3174,192,124,124,Low Risk,-0.5142091753241302,-0.5038413156108701,-0.5427207895355959,4.23410650459726,0.1878453038674033,0.0018,79.5255048624043
1,69,-0.0022,0.0005,100.0,518.67,642.44,1590.7,1401.24,14.62,21.61,554.65,2388.07,9050.59,1.3,47.41,522.22,2388.1,8129.13,8.4292,0.03,392,2388,100.0,39.0,23.3742,192,123,123,Low Risk,-0.5916953448360034,-0.4123725985469879,-1.0848328971307957,4.248495242049359,0.19060773480662985,0.0022561028345356956,82.64256957644216
1,70,-0.0005,0.0002,100.0,518.67,642.22,1584.02,1402.78,14.62,21.61,554.01,2388.11,9053.43,1.3,47.41,521.93,2388.12,8130.36,8.4279,0.03,392,2388,100.0,38.86,23.4513,192,122,122,Low Risk,-0.5370120753159847,-0.4449510217910058,-0.7901799725096768,4.2626798770413155,0.19337016574585636,0.0005385164807134503,80.44280552896328
1,71,0.0016,-0.0003,100.0,518.67,642.21,1580.41,1403.09,14.62,21.61,554.06,2388.03,9046.09,1.3,47.3,521.72,2388.09,8134.28,8.423,0.03,391,2388,100.0,38.8,23.3881,192,121,121,Low Risk,-0.6896472995249942,-0.7570917486076241,-0.5041750645477614,4.276666119016055,0.19613259668508287,0.0016278820596099706,86.58291897757373
1,72,-0.0017,0.0001,100.0,518.67,642.41,1579.25,1406.81,14.62,21.61,553.76,2388.07,9054.42,1.3,47.27,521.97,2388.09,8133.95,8.3951,0.03,391,2388,100.0,38.84,23.3085,192,120,120,Low Risk,-0.6092961199957254,-0.6942504696516085,-0.375671658442047,4.290459441148391,0.19889502762430938,0.0017029386365926401,83.35060244909147
1,73,-0.0012,-0.0002,100.0,518.67,642.29,1592.04,1397.93,14.62,21.61,553.88,2388.03,9049.64,1.3,47.29,522.04,2388.1,8129.85,8.404,0.03,391,2388,100.0,39.03,23.3975,192,119,119,Low Risk,-0.728496513904823,-0.6655375378431295,-0.901633698074481,4.30406509320417,0.20165745856353592,0.001216552506059644,88.14572065010834
